Time [s],Value,Parity Error,Framing Error
95.682066400,0x012,,
95.865932600,0x112,,
95.867078600,0x012,,
96.070946100,0x112,,
96.072092000,0x012,,
96.275959600,0x112,,
96.277105500,0x012,,
96.480973100,0x112,,
96.482119000,0x012,,
96.685986600,0x112,,
96.687132500,0x012,,
96.891000000,0x112,,
96.892145900,0x012,,
97.096013500,0x112,,
97.097159400,0x012,,
97.201124600,0x108,,
97.202270500,0x008,,
97.306027300,0x112,,
97.307173200,0x012,,
97.511145000,0x112,,
97.512290900,0x012,,
97.716158400,0x112,,
97.717304400,0x012,,
97.921171900,0x112,,
97.922317800,0x012,,
98.126185400,0x112,,
98.127331300,0x012,,
98.231192300,0x130,,
98.232338200,0x030,,
98.336199200,0x112,,
98.337345100,0x012,,
98.541212700,0x112,,
98.542358600,0x012,,
98.746226200,0x112,,
98.747372100,0x012,,
98.951239700,0x112,,
98.952385600,0x012,,
99.156253100,0x112,,
99.157399000,0x012,,
99.361266600,0x112,,
99.362412500,0x012,,
99.566280100,0x112,,
99.567426000,0x012,,
99.771293600,0x108,,
99.772439500,0x008,,
99.796295200,0x112,,
99.797441100,0x012,,
99.981307400,0x112,,
99.982453300,0x012,,
